cm_dummy,gamedummy,area_kanto,area_keihan,area_tokai,area_keihanshin,age,sex,marry_dummy,job_dummy1,job_dummy2,job_dummy3,job_dummy4,job_dummy5,job_dummy6,job_dummy7,job_dummy8,inc,pmoney,fam_str_dummy1,fam_str_dummy2,fam_str_dummy3,fam_str_dummy4,fam_str_dummy5,child_dummy,T,F1,F2,F3,M1,M2,M3,TVwatch_day,gamesecond,gamecount
0,0,0,0,0,1,34.5,1,1,0,0,1,0,0,0,0,0,349.5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3660.495035,0,0
0,0,0,0,1,0,24.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3698.1590293,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,649.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3698.8761366,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3710.5404355,0,0
0,0,1,0,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3711.4066234,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,249.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3731.6046935,0,0
0,0,0,0,1,0,24.5,1,0,0,0,0,1,0,0,0,0,549.5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,3731.96026,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800,2,0,0,1,0,0,0,0,0,0,0,0,1,0,3738.9415054,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3748.4519756,0,0
0,0,0,0,0,1,34.5,0,0,1,0,0,0,0,0,0,0,349.5,12.5,0,0,1,0,0,0,0,0,1,0,0,0,0,3783.010765,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,3785.0068652,0,0
0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3826.1013734,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,3828.8811163,0,0
0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3858.9335331,0,0
0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,3866.814274,0,0
0,0,0,1,0,0,54.5,1,0,1,0,0,0,0,0,0,0,549.5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,3879.4585648,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,0,1,0,1,0,0,0,0,0,1,0,3884.7389566,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,3892.7117368,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,3923.2282068,0,0
0,0,0,1,0,0,34.5,0,1,1,0,0,0,0,0,0,0,449.5,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,3926.0182929,0,0
0,0,0,0,0,1,34.5,0,1,0,0,0,0,1,0,0,0,103,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3954.8695769,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,12.5,0,0,1,0,0,1,0,0,0,0,1,0,0,3959.7116503,0,0
0,0,0,0,0,1,34.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,3961.190655,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,1,0,0,0,103,12.5,0,0,1,0,0,1,0,0,1,0,0,0,0,3992.8243556,0,0
0,0,0,0,1,0,24.5,1,1,1,0,0,0,0,0,0,0,349.5,2,0,0,1,0,0,1,0,0,0,0,1,0,0,4024.1672064,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,4022.1109701,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,151.5,6.5,0,0,1,0,0,1,0,0,0,0,1,0,0,4027.8254212,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,249.5,4,0,0,0,0,1,0,0,0,0,0,0,1,0,4028.5892805,0,0
0,0,0,1,0,0,54.5,1,0,1,0,0,0,0,0,0,0,151.5,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,4042.9773658,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,4047.6927113,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4079.1559166,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,4131.3153212,0,0
0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,4154.8580745,0,0
0,0,0,1,0,0,34.5,1,0,0,0,0,0,1,0,0,0,249.5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4157.3198733,0,0
0,0,0,0,0,1,34.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4167.509392,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4176.8876038,0,0
0,0,0,0,0,1,60,1,1,1,0,0,0,0,0,0,0,449.5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4199.5247667,0,0
0,0,0,0,1,0,54.5,1,0,1,0,0,0,0,0,0,0,800,12.5,0,0,1,0,0,0,0,0,0,0,0,0,1,4214.0118692,0,0
0,0,0,0,0,1,24.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4243.2651047,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,4270.7291277,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4270.6893454,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,649.5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,4272.8588639,0,0
0,0,0,1,0,0,44.5,0,0,1,0,0,0,0,0,0,0,249.5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,4293.8107895,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0,3.3,0,0,1,0,0,1,0,0,1,0,0,0,0,4307.4138675,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,1,0,0,0,103,2,0,0,1,0,0,1,0,0,1,0,0,0,0,4317.8697925,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,4359.7212805,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800,4,0,0,1,0,0,1,0,0,0,0,0,1,0,4372.9665214,0,0
0,0,0,0,0,1,34.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4389.7369771,0,0
0,0,0,0,0,1,24.5,1,0,1,0,0,0,0,0,0,0,549.5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4395.916321,0,0
0,0,0,0,1,0,24.5,1,0,0,0,0,0,1,0,0,0,151.5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4410.0765847,0,0
0,0,1,0,0,0,60,0,1,0,0,0,0,1,0,0,0,103,2,0,1,0,0,0,0,0,0,0,1,0,0,0,4442.6853849,0,0
0,0,0,1,0,0,34.5,0,1,1,0,0,0,0,0,0,0,749.5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,4484.2824207,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,4,0,0,1,0,0,1,0,0,0,0,1,0,0,4529.5362504,0,0
0,0,0,0,0,1,60,1,1,1,0,0,0,0,0,0,0,800,4,0,1,0,0,0,0,0,0,0,0,0,0,1,4530.0300108,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,349.5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4536.9249113,0,0
0,0,0,1,0,0,34.5,0,0,0,0,1,0,0,0,0,0,349.5,12.5,0,0,0,1,0,0,0,1,0,0,0,0,0,4557.5202937,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4,0,0,0,1,0,1,0,0,0,0,0,1,0,4559.163969,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,449.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4583.7476552,0,0
0,0,0,0,1,0,24.5,0,0,1,0,0,0,0,0,0,0,249.5,17.5,0,0,1,0,0,0,0,1,0,0,0,0,0,4584.466421,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,4630.2263368,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,4681.0831032,0,0
0,0,0,0,1,0,54.5,1,1,0,1,0,0,0,0,0,0,103,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4719.3617027,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,4765.2733827,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,4768.3140499,0,0
0,0,0,1,0,0,34.5,0,0,0,1,0,0,0,0,0,0,249.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4794.6551293,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4814.8516301,0,0
0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,349.5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,4815.2837999,0,0
0,0,0,0,1,0,34.5,1,0,1,0,0,0,0,0,0,0,349.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4824.7176828,0,0
0,0,0,0,0,1,34.5,1,1,0,0,1,0,0,0,0,0,103,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4847.6274533,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,249.5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,4867.0111935,0,0
0,0,0,0,1,0,24.5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4872.0647959,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,649.5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,4882.435062,0,0
0,0,0,0,1,0,24.5,0,0,1,0,0,0,0,0,0,0,249.5,9,0,0,0,1,0,0,0,1,0,0,0,0,0,4903.5538188,0,0
0,0,1,0,0,0,34.5,0,1,0,1,0,0,0,0,0,0,103,2,0,0,0,1,0,1,0,1,0,0,0,0,0,4903.7889404,0,0
0,0,0,0,1,0,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,4907.7109818,0,0
0,0,0,0,1,0,34.5,0,0,0,0,0,0,1,0,0,0,103,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4909.7869562,0,0
0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,0,1,4927.3186156,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,4944.4805811,0,0
0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,4971.0703767,0,0
0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,4983.0819467,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,1,0,0,0,103,1,0,0,1,0,0,1,0,0,1,0,0,0,0,4998.62137,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5019.0622341,0,0
0,0,0,0,0,1,24.5,0,0,1,0,0,0,0,0,0,0,151.5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,5025.4569068,0,0
0,0,0,1,0,0,34.5,1,0,0,0,0,0,1,0,0,0,151.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5025.4445001,0,0
0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,5057.7212821,0,0
0,0,0,1,0,0,24.5,1,0,0,0,1,0,0,0,0,0,151.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5077.5922106,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5085.6034275,0,0
0,0,0,1,0,0,44.5,0,1,1,0,0,0,0,0,0,0,249.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5102.3296378,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,103,4,1,0,0,0,0,0,0,0,0,0,1,0,0,5128.1138129,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5200.1261368,0,0
0,0,0,0,1,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,5224.5401821,0,0
0,0,1,0,0,0,44.5,1,0,0,1,0,0,0,0,0,0,103,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5310.8075143,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4,0,0,1,0,0,1,0,0,0,0,0,0,1,5320.6593456,0,0
0,0,0,0,1,0,34.5,1,0,0,0,1,0,0,0,0,0,249.5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,5339.2441825,0,0
0,0,0,0,0,1,24.5,0,1,1,0,0,0,0,0,0,0,249.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5352.3231236,0,0
0,0,0,0,0,1,54.5,0,1,0,0,0,0,1,0,0,0,103,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5378.9933799,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,0,1,0,1,0,0,0,0,0,1,0,5406.0352144,0,0
0,0,0,0,0,1,44.5,1,1,0,1,0,0,0,0,0,0,649.5,20,0,0,1,0,0,1,0,0,0,0,0,1,0,5429.757747,0,0
0,0,0,1,0,0,44.5,0,1,0,0,1,0,0,0,0,0,103,4,0,0,1,0,0,1,0,0,1,0,0,0,0,5466.0857415,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,9,1,0,0,0,0,0,0,0,0,0,1,0,0,5473.7053787,0,0
0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,5489.3529253,0,0
0,0,0,0,1,0,34.5,1,0,0,1,0,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,5492.6494255,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,5527.9709043,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,5561.0848696,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,5565.749081,0,0
0,0,0,0,0,1,54.5,1,1,0,0,1,0,0,0,0,0,151.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5566.688946,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,649.5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,5577.0710205,0,0
0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,349.5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,5580.1692865,0,0
0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5624.7588885,0,0
0,0,0,1,0,0,34.5,0,1,0,0,0,0,1,0,0,0,249.5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,5689.042134,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,800,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5691.6998158,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,5715.4701917,0,0
0,0,0,0,1,0,60,1,1,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,5745.9213472,0,0
0,0,0,1,0,0,60,0,1,0,0,0,0,0,1,0,0,0,6.5,0,1,0,0,0,0,0,0,0,1,0,0,0,5754.0773129,0,0
0,0,0,0,0,1,54.5,1,0,0,0,0,0,0,0,0,1,0,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,5813.9843218,0,0
0,0,0,1,0,0,24.5,0,0,1,0,0,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,5865.9637447,0,0
0,0,0,0,1,0,24.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,5898.1241551,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800,9,0,1,0,0,0,0,0,0,0,0,0,1,0,5973.0283309,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800,12.5,0,0,1,0,0,1,0,0,0,0,1,0,0,5988.4953083,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,6002.0904059,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,6021.6617504,0,0
0,0,0,0,0,1,60,1,0,0,1,0,0,0,0,0,0,449.5,12.5,0,0,1,0,0,0,0,0,0,0,0,0,1,6087.8044297,0,0
0,0,0,0,1,0,54.5,1,1,1,0,0,0,0,0,0,0,249.5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,6098.9005971,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,6135.7419711,0,0
0,0,0,0,0,1,44.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6196.6723315,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,449.5,2,0,0,1,0,0,1,0,0,0,0,0,0,1,6206.9584257,0,0
0,0,0,0,0,1,44.5,0,0,0,0,0,0,1,0,0,0,249.5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6245.1010599,0,0
0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,6270.8478567,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,6313.2447052,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,800,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,6364.4138434,0,0
0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,6384.546492,0,0
0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,6423.3092449,0,0
0,0,0,0,0,1,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,6434.0644621,0,0
0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,6476.5720402,0,0
0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103,4,0,0,1,0,0,0,0,0,1,0,0,0,0,6481.2104391,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,449.5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,6532.3566149,0,0
0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,4,1,0,0,0,0,0,0,1,0,0,0,0,0,6547.8517474,0,0
0,0,1,0,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,0,0,1,0,1,0,0,0,0,1,0,0,6579.5135555,0,0
0,0,0,1,0,0,44.5,0,1,0,1,0,0,0,0,0,0,151.5,2,0,0,1,0,0,1,0,0,1,0,0,0,0,6588.2007481,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6596.1355224,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,6620.5211473,0,0
0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,349.5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,6654.2455109,0,0
0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,6656.7634693,0,0
0,0,0,1,0,0,60,1,0,0,0,0,0,1,0,0,0,649.5,12.5,1,0,0,0,0,0,0,0,0,0,0,0,1,6674.68133,0,0
0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,249.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6742.8425216,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2,0,0,1,0,0,1,0,0,0,0,0,1,0,6752.3996699,0,0
0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,249.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6803.873149,0,0
0,0,0,1,0,0,54.5,0,1,0,0,0,0,1,0,0,0,151.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6859.4972831,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6866.8410293,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,6870.9569177,0,0
0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,449.5,4,0,0,1,0,0,1,0,1,0,0,0,0,0,6885.7212779,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,6901.0129971,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,103,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6927.4759213,0,0
0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,6966.9469033,0,0
0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,151.5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,7007.6985246,0,0
0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,7026.5672325,0,0
0,0,0,0,1,0,54.5,0,1,1,0,0,0,0,0,0,0,349.5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,7041.1269016,0,0
0,0,0,1,0,0,34.5,0,0,0,0,1,0,0,0,0,0,249.5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,7059.33974,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,800,4,0,0,1,0,0,1,0,0,0,0,0,1,0,7072.9690094,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,349.5,2,0,0,0,1,0,0,0,0,0,0,0,1,0,7081.9568033,0,0
0,0,0,0,1,0,60,1,1,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,7086.4107815,0,0
0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,6.5,0,1,0,0,0,0,0,0,0,0,1,0,0,7090.8972177,0,0
0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,649.5,4,0,0,1,0,0,1,0,0,0,0,0,1,0,7120.0931648,0,0
0,0,0,0,1,0,44.5,1,1,1,0,0,0,0,0,0,0,649.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,7157.9659816,0,0
0,0,0,1,0,0,44.5,1,0,0,0,1,0,0,0,0,0,249.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,7160.6589909,0,0
0,0,0,0,0,1,44.5,1,0,1,0,0,0,0,0,0,0,349.5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,7172.3491806,0,0
0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,7184.8820859,0,0
0,0,0,0,0,1,24.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7240.4256348,0,0
0,0,0,0,1,0,44.5,0,1,0,0,0,0,1,0,0,0,103,2,0,1,0,0,0,0,0,0,1,0,0,0,0,7317.4646881,0,0
0,0,0,0,1,0,24.5,1,0,0,1,0,0,0,0,0,0,103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7340.1141274,0,0
0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,649.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7356.9728853,0,0
0,0,0,0,1,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,9,0,1,0,0,0,0,0,0,0,0,1,0,0,7368.2685505,0,0
0,0,0,0,1,0,34.5,0,0,1,0,0,0,0,0,0,0,249.5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,7446.7784385,0,0
0,0,0,0,0,1,34.5,0,1,0,0,0,0,1,0,0,0,103,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7458.0646779,0,0
0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,7461.6869292,0,0
